GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
0500000US18085,18085,"Kosciusko County, Indiana",22321,1306,1268,393,1618,437,2880,676,1847,623,1451,510,1391,496,1172,451,2035,726,1258,440,3421,732,1726,574,1173,367,624,325,190,133,188,162,0,192,79,94
0500000US18089,18089,"Lake County, Indiana",128135,3341,2088,588,8798,1344,11175,1446,11928,1405,9028,1221,6953,1070,7096,1342,7774,1344,8842,1270,19616,1999,13766,1820,12861,1615,4952,1022,1687,620,650,373,224,205,697,329
0500000US18091,18091,"LaPorte County, Indiana",31235,1432,1361,614,2196,568,2999,714,2328,661,2584,869,2024,554,3216,884,2143,637,2683,734,3528,902,2539,754,2233,567,612,310,425,238,215,216,65,64,84,103
0500000US18095,18095,"Madison County, Indiana",35566,1444,1380,597,3559,746,3891,802,3497,667,2571,631,2620,744,3876,895,2960,738,2244,640,4364,1051,1917,624,1751,556,618,352,122,121,121,117,75,94,0,192
0500000US18097,18097,"Marion County, Indiana",194478,4382,3205,802,7931,1176,15646,1727,13963,1616,11104,1547,9945,1379,13223,1869,14367,1499,18263,2360,40316,2849,17715,2072,16968,2030,6019,1195,2050,584,1534,581,1067,554,1162,419
0500000US18105,18105,"Monroe County, Indiana",30554,1662,652,293,1756,499,3625,909,2648,604,1779,618,1329,543,2587,819,3044,819,2495,861,3230,824,1968,631,2989,884,1027,406,945,427,324,257,92,108,64,108
0500000US18109,18109,"Morgan County, Indiana",18655,1113,395,272,1294,448,1969,574,1567,614,1113,491,1556,876,849,394,1329,504,1092,404,2982,714,1924,720,1369,548,670,392,277,245,181,171,0,192,88,107
0500000US18127,18127,"Porter County, Indiana",48110,1975,396,270,1407,564,3850,837,4674,1004,3375,847,2315,616,1677,480,1960,619,3019,828,7479,1363,6483,1240,7505,1148,2432,784,704,315,330,205,195,246,309,226
0500000US18141,18141,"St. Joseph County, Indiana",64429,2506,2673,619,6739,1368,6810,1164,5970,1065,4280,802,4416,984,5053,973,4890,1065,4636,855,6439,965,4679,799,4809,1099,1395,547,956,522,429,318,103,80,152,127
0500000US18157,18157,"Tippecanoe County, Indiana",38677,1965,995,451,3168,704,2603,707,2590,776,1826,565,2319,858,3265,912,2882,948,3501,1046,6568,1471,3486,856,3574,892,856,352,352,238,479,279,0,192,213,177
0500000US18163,18163,"Vanderburgh County, Indiana",46643,2092,969,420,3290,734,4784,1170,5171,1115,3870,1002,4068,957,3484,859,4015,923,2728,669,5336,1080,3341,832,2929,846,1528,665,627,537,272,241,22,38,209,193
0500000US18167,18167,"Vigo County, Indiana",25665,1634,466,265,2252,576,2697,830,3120,770,2214,616,2266,612,1974,614,1622,510,2237,727,3178,853,1529,561,1110,466,389,238,209,179,282,210,120,152,0,192
0500000US18177,18177,"Wayne County, Indiana",17529,1202,456,228,1725,473,2010,523,1397,428,1310,421,1970,632,1750,566,1163,426,1526,673,1781,526,960,388,943,404,162,173,319,245,0,192,57,67,0,192
0500000US19013,19013,"Black Hawk County, Iowa",34071,1659,433,268,1616,483,3047,634,3448,619,2950,838,2844,733,2763,597,2213,558,2013,681,4917,947,2510,575,2985,605,1233,452,454,276,399,315,246,286,0,159
0500000US19049,19049,"Dallas County, Iowa",24405,1279,53,89,530,371,1100,501,1166,435,1150,441,962,468,1188,489,981,534,1337,524,2978,748,2781,904,4558,1062,3373,885,934,417,596,453,597,346,121,122
0500000US19061,19061,"Dubuque County, Iowa",27960,1050,324,178,1323,423,2170,487,2677,538,1750,470,2133,672,1539,501,1511,439,1438,476,4948,807,2720,548,3066,674,1322,356,315,191,267,187,128,100,329,233
0500000US19103,19103,"Johnson County, Iowa",33063,1640,737,446,314,186,1149,374,2834,844,2347,714,2227,751,1107,399,1287,546,1072,425,3524,898,4139,864,5876,1112,3369,811,1883,855,598,347,330,285,270,227
0500000US19113,19113,"Linn County, Iowa",65517,2090,346,305,2324,1011,3533,963,5558,1026,5375,849,3613,907,3183,834,2940,528,4001,868,11040,1445,9210,1741,8336,1206,3524,888,883,335,817,433,287,201,547,264
0500000US19153,19153,"Polk County, Iowa",122351,2697,805,356,2160,687,5761,1078,8209,1388,8884,1332,5667,980,7708,1384,7094,1221,5604,967,18473,2215,16651,1765,21765,2872,7547,1341,3295,1208,1204,512,591,317,933,483
0500000US19155,19155,"Pottawattamie County, Iowa",23941,1330,172,146,1124,386,1759,501,1701,453,1453,324,1443,543,1544,610,1694,583,2097,523,3464,822,3056,719,2475,615,1109,305,589,257,193,160,46,54,22,39
0500000US19163,19163,"Scott County, Iowa",46148,1803,121,116,1187,387,3237,615,3713,720,3773,768,2086,556,2668,582,3585,867,3739,694,6797,1166,4450,912,6192,1196,2044,655,1251,425,590,325,0,159,715,594
0500000US19169,19169,"Story County, Iowa",19327,1143,126,167,905,522,719,361,1338,412,1165,379,1211,440,1128,542,711,324,906,362,3435,694,2722,758,2712,606,1224,512,723,462,262,346,0,159,40,64
0500000US19193,19193,"Woodbury County, Iowa",25604,1728,761,343,1528,501,2827,748,3160,844,1882,564,2346,736,2257,782,1992,725,1537,471,3264,773,2111,645,1443,483,323,227,0,159,0,159,59,90,114,149
0500000US20015,20015,"Butler County, Kansas",17059,1099,229,193,663,346,1269,403,891,396,909,455,1154,399,787,354,1026,506,892,377,2660,640,1992,584,3065,758,877,402,194,198,254,195,76,121,121,142
0500000US20045,20045,"Douglas County, Kansas",22872,1652,258,232,164,195,937,464,1347,438,1423,505,1242,503,978,476,1416,544,1257,485,3155,825,2916,836,4072,855,2468,668,602,333,135,146,502,302,0,174
0500000US20091,20091,"Johnson County, Kansas",153430,3600,1012,394,1110,480,4622,882,7979,1074,8901,1071,8512,1132,5817,850,5923,1109,5493,1140,16845,1932,18976,1644,31058,1873,18962,1807,8119,1091,4169,922,2970,847,2962,700
0500000US20103,20103,"Leavenworth County, Kansas",18454,1232,293,193,241,192,668,326,1926,736,1072,405,1370,520,866,346,928,479,765,387,2367,738,2531,876,3520,828,776,418,660,385,348,275,95,117,28,51
0500000US20161,20161,"Riley County, Kansas",10476,1081,10,17,72,63,1008,466,647,402,897,438,551,323,548,321,591,332,221,163,1160,528,1265,553,1972,699,247,223,600,479,365,328,119,140,203,190
0500000US20173,20173,"Sedgwick County, Kansas",125142,2555,2187,489,6325,954,10493,1514,10688,1311,8212,1270,8020,1222,9169,1401,8657,1368,6986,1135,19847,2101,12226,1398,13649,1592,5272,797,1412,434,1054,421,560,314,385,218
0500000US20177,20177,"Shawnee County, Kansas",43959,1829,640,332,2004,575,3364,699,3713,752,4340,835,3504,765,2410,639,2552,613,3065,836,5833,1088,4327,964,4693,1033,2169,551,667,326,439,328,0,174,239,180
0500000US20209,20209,"Wyandotte County, Kansas",32811,1484,217,150,1783,574,2887,640,3095,729,2633,590,2683,695,1843,529,2585,794,2623,640,5411,993,2207,521,3598,655,785,293,461,359,0,174,0,174,0,174
0500000US21015,21015,"Boone County, Kentucky",34103,1523,26,44,1608,498,2098,779,2018,585,1414,575,1107,500,1515,706,2265,691,2148,742,6277,1158,5012,1189,5120,1073,2004,654,853,502,305,188,136,219,197,190
0500000US21029,21029,"Bullitt County, Kentucky",24022,1133,585,315,1084,421,1800,596,1800,447,1297,612,1268,466,1046,460,1129,485,2591,860,4529,920,3178,738,2449,704,779,378,300,302,8,13,129,155,50,82
0500000US21037,21037,"Campbell County, Kentucky",25263,1307,218,158,682,301,1802,424,1766,546,1586,530,1275,478,921,346,1731,624,1835,773,3592,864,2905,597,3673,909,2021,580,699,350,177,126,264,258,116,141
0500000US21047,21047,"Christian County, Kentucky",11848,1248,725,360,1595,493,1746,491,1323,495,766,334,436,244,475,306,1050,585,757,377,1301,608,689,375,704,387,255,157,0,190,26,42,0,190,0,190
0500000US21059,21059,"Daviess County, Kentucky",27718,1384,312,262,2114,650,3553,811,2491,607,1971,653,1300,409,2040,575,1720,647,1516,475,4126,1034,2178,685,3026,899,970,503,111,112,60,70,33,54,197,197
0500000US21067,21067,"Fayette County, Kentucky",70701,2349,1201,481,3700,742,5574,885,4857,928,3675,764,3559,790,3663,844,3697,882,3843,796,11998,1422,8877,1210,8203,1153,3881,853,1590,474,971,561,554,300,858,297
0500000US21093,21093,"Hardin County, Kentucky",24704,1741,1306,522,1966,509,1943,558,2070,878,826,363,1084,528,1477,680,1401,550,1735,597,3366,804,4152,1086,2276,698,831,502,44,71,153,188,74,133,0,190
0500000US21111,21111,"Jefferson County, Kentucky",189117,4397,2345,672,7927,1330,16160,1500,16088,1981,11726,1381,9731,1275,10073,1284,11389,1560,12326,1601,29338,2453,18858,1756,23037,2037,9897,1532,4517,909,2536,740,1188,473,1981,633
0500000US21117,21117,"Kenton County, Kentucky",42740,1626,549,301,2334,539,3555,834,2316,543,2505,689,1534,458,1699,530,2946,762,2435,887,8138,1341,6252,1047,5930,1084,1170,476,409,285,593,328,78,131,297,222
0500000US21145,21145,"McCracken County, Kentucky",18457,1344,766,339,1693,568,2102,635,2149,802,1275,505,1459,549,978,491,790,408,1444,546,2256,723,1035,469,1502,648,582,365,222,225,46,83,0,190,158,213
0500000US21151,21151,"Madison County, Kentucky",21184,1367,566,328,1389,491,2119,652,1187,451,2027,682,1650,615,1274,620,930,405,1908,709,3624,996,2250,637,1694,504,475,254,36,56,30,53,25,44,0,190
0500000US21185,21185,"Oldham County, Kentucky",17035,966,83,134,275,202,924,447,681,270,1200,408,986,510,999,350,713,284,581,297,1880,530,2361,667,2375,569,1829,498,1068,347,566,283,318,189,196,94
0500000US21227,21227,"Warren County, Kentucky",27597,1393,484,350,2469,793,2849,781,1918,711,1260,541,1175,613,1610,588,2162,760,2004,666,4131,979,2972,926,2495,832,960,378,209,184,79,94,110,131,710,474
0500000US22005,22005,"Ascension Parish, Louisiana",33171,1862,2392,770,3338,851,2865,899,2039,722,967,623,1402,592,2048,926,1509,817,1486,696,4531,1368,4481,1222,2994,813,1744,818,971,517,330,296,74,124,0,208
0500000US22015,22015,"Bossier Parish, Louisiana",29712,2200,2438,866,2814,846,2207,671,3316,1080,1137,421,1814,721,358,210,1731,775,1528,666,4580,1112,2177,965,2937,867,1920,624,621,369,66,115,68,94,0,208
0500000US22017,22017,"Caddo Parish, Louisiana",56441,2859,4966,1053,5944,1088,5192,962,4390,1026,3756,856,4192,975,3158,825,2949,950,3122,884,6855,1484,3627,850,4608,1049,1496,608,961,418,343,358,272,254,610,415
0500000US22019,22019,"Calcasieu Parish, Louisiana",49921,2449,8001,1593,8322,1170,5881,1192,2520,666,2066,705,1577,556,1791,691,2378,755,2385,885,4468,1251,4170,1206,3819,981,1582,744,765,520,97,114,59,93,40,67
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",92198,3286,4158,955,7282,1363,8723,1465,5883,1109,5590,1029,4053,1144,4844,1112,5097,1214,6079,1533,12371,1804,7826,1221,9913,1786,4780,1039,2698,742,1033,598,736,421,1132,567
0500000US22045,22045,"Iberia Parish, Louisiana",18808,1372,1542,535,2997,784,2518,714,1251,460,1218,673,1317,554,1122,528,1318,547,594,289,2043,729,1741,634,583,364,376,264,75,130,113,145,0,208,0,208
0500000US22051,22051,"Jefferson Parish, Louisiana",100028,3414,4046,741,8846,1452,9356,1148,6919,1101,6569,1048,4175,1133,4785,984,2874,740,4774,1028,11297,1575,13054,1716,13955,1807,4737,923,2096,763,1027,465,680,379,838,371
0500000US22055,22055,"Lafayette Parish, Louisiana",58000,2436,3241,800,5609,1085,5206,1230,4521,1133,4071,1015,2943,795,2147,894,2432,741,2239,920,7518,1555,4651,1131,7548,1619,3016,813,1212,559,577,518,404,284,665,552
0500000US22057,22057,"Lafourche Parish, Louisiana",27388,1352,3901,741,3536,681,2579,657,1824,589,1322,418,1050,460,918,348,1430,556,697,308,3094,680,2546,799,3688,958,557,307,164,120,52,90,30,52,0,208
0500000US22063,22063,"Livingston Parish, Louisiana",39065,2143,4476,1337,5681,1374,3617,1109,2074,841,1245,685,1631,722,1105,504,1319,890,1252,585,6967,1668,4785,1467,2955,993,1406,745,240,220,179,207,0,208,133,157
0500000US22071,22071,"Orleans Parish, Louisiana",71518,2697,2027,436,4868,864,5442,851,4553,764,4401,822,2799,616,3107,612,2396,510,3653,771,6318,958,7545,1042,8612,1119,5570,932,3311,612,2520,645,1415,491,2981,643
0500000US22073,22073,"Ouachita Parish, Louisiana",30905,1798,3308,879,4194,930,4272,1189,1989,564,2314,777,1596,583,1503,677,1295,515,1808,631,3196,922,1516,560,2401,624,625,353,363,238,60,109,127,146,338,271
0500000US22079,22079,"Rapides Parish, Louisiana",28664,1599,2303,644,4627,1052,3568,821,2020,584,1761,583,1818,681,945,396,1064,486,2029,744,2778,744,1937,673,1852,606,908,446,475,365,259,284,129,160,191,187
0500000US22097,22097,"St. Landry Parish, Louisiana",20522,1372,2603,653,4740,896,2375,795,1637,569,1497,515,1340,446,1047,387,853,455,712,376,2014,702,416,279,607,352,445,286,119,131,0,208,117,142,0,208
0500000US22103,22103,"St. Tammany Parish, Louisiana",72422,2819,3132,852,4024,908,4075,848,4521,956,3744,952,4096,958,3332,930,3425,1004,3592,951,8129,1692,7605,1413,10890,1787,6024,1093,2757,629,917,414,1150,763,1009,514
0500000US22105,22105,"Tangipahoa Parish, Louisiana",31181,2174,3142,1084,3223,967,4396,1227,2369,945,1286,633,1087,472,2079,852,533,467,1010,601,3234,934,2745,884,3856,1094,1639,918,351,363,107,189,0,208,124,153
0500000US22109,22109,"Terrebonne Parish, Louisiana",28725,1768,4504,1160,3169,832,3230,842,2224,767,1682,688,895,480,1395,563,1367,575,993,491,3081,978,1843,725,2635,802,1291,554,176,198,150,232,63,109,27,47
0500000US23001,23001,"Androscoggin County, Maine",28224,1686,197,146,686,295,1183,474,2525,732,1970,614,2243,736,1109,447,1460,721,1672,513,4752,974,4869,987,3204,754,1357,744,648,475,303,195,0,172,46,81
0500000US23003,23003,"Aroostook County, Maine",20321,945,1059,383,1713,369,3803,749,1936,432,1679,446,1137,382,1556,491,973,378,961,329,2499,570,1649,498,835,293,366,187,53,60,29,34,0,172,73,124
0500000US23005,23005,"Cumberland County, Maine",78307,2778,330,187,1679,774,2696,652,3729,943,4537,927,3375,642,3413,847,2928,828,3241,829,8407,1254,8953,1439,18667,1806,8622,1256,3832,801,1946,494,1109,511,843,297
0500000US23011,23011,"Kennebec County, Maine",33690,1682,431,294,1701,676,3080,711,3060,675,3152,702,2185,490,2783,724,1853,516,1662,483,4027,833,4239,971,3716,826,1102,432,401,276,87,106,84,140,127,142
0500000US23019,23019,"Penobscot County, Maine",42995,1814,2064,680,3932,818,3528,819,4085,776,2745,623,2738,708,2329,658,3119,838,2249,634,5747,1110,4324,955,3744,754,1324,538,609,471,155,138,303,400,0,172
0500000US23031,23031,"York County, Maine",60823,2385,862,561,1332,521,2364,709,4869,1134,4484,959,3444,744,2191,655,2428,765,2634,826,6623,1309,7674,1247,11328,1393,4891,1025,2826,864,1597,633,852,504,424,244
0500000US24001,24001,"Allegany County, Maryland",18796,996,236,172,1965,509,2203,515,2128,734,1520,428,1530,666,1253,506,1561,539,876,418,2389,513,1215,309,1183,456,471,325,191,161,75,93,0,198,0,198
0500000US24003,24003,"Anne Arundel County, Maryland",152831,4036,534,314,850,382,3847,855,7293,1084,7231,1174,7258,1086,5193,988,4500,1112,3236,812,10054,1614,12400,1944,28836,2749,25358,2441,15549,1775,7357,1271,5982,1156,7353,1124
0500000US24005,24005,"Baltimore County, Maryland",201216,4288,1643,624,2957,703,8238,1217,12707,1418,12458,1583,9203,1186,7786,1254,7413,1156,7570,1024,19170,1842,21978,2232,40081,2646,21998,1646,12679,1550,7674,1025,2946,818,4715,939
0500000US24009,24009,"Calvert County, Maryland",26359,1222,45,76,238,205,308,236,869,361,1243,453,1245,491,584,349,730,398,1086,557,1897,782,1887,696,5330,1097,4591,745,2997,692,1614,574,736,414,959,470
0500000US24013,24013,"Carroll County, Maryland",50369,1722,179,128,362,280,1440,524,2895,770,2775,587,2724,625,2115,603,1371,490,804,361,2740,656,3992,717,9975,1294,9187,1268,4902,966,2401,654,1107,453,1400,518
0500000US24015,24015,"Cecil County, Maryland",26173,1655,182,182,576,458,909,306,1300,483,1806,568,1590,590,1304,578,896,443,1011,468,2812,917,2843,653,5782,923,3046,775,1498,582,311,224,114,135,193,232
0500000US24017,24017,"Charles County, Maryland",42752,1880,185,143,845,487,923,531,1934,574,1158,455,1714,529,704,350,779,431,1124,453,2358,677,4585,1107,7309,1273,7940,1212,5461,1136,3543,1126,1285,518,905,373
0500000US24021,24021,"Frederick County, Maryland",66976,1832,426,252,978,379,1879,550,2802,614,3423,689,2606,639,2198,609,1969,512,1204,340,4865,920,6299,1001,14219,1431,9740,1170,7679,1034,3493,860,1613,542,1583,595
0500000US24025,24025,"Harford County, Maryland",72237,2163,98,115,695,330,1520,616,4487,938,4591,830,4859,1049,2923,715,1398,448,2104,682,5603,1096,8140,1433,15772,1740,10856,1253,4957,868,2009,655,1044,413,1181,477
0500000US24027,24027,"Howard County, Maryland",81938,2548,82,96,198,158,726,554,852,426,2269,654,2433,642,3120,583,3282,886,2951,842,5353,1042,3883,1044,13637,1493,13254,1809,10089,1119,7026,1065,4749,935,8034,1208
0500000US24031,24031,"Montgomery County, Maryland",241735,3779,1616,528,795,343,2331,561,5479,885,9047,1272,8746,1252,8717,1042,8409,1230,6165,1064,16450,1720,16117,1611,39736,2591,35503,2786,28679,2040,18936,2008,11626,1463,23383,1800
0500000US24033,24033,"Prince George's County, Maryland",186867,3535,473,299,798,354,1727,465,4819,1010,6609,1122,7272,989,7054,983,4798,704,4105,987,13147,1436,18106,1738,47126,2853,33890,2545,19171,1885,9000,1286,3377,786,5395,1048
0500000US24037,24037,"St. Mary's County, Maryland",28023,1686,330,248,1184,615,1137,580,1258,579,1719,691,1806,671,1093,545,1253,674,668,337,1134,476,2671,859,4949,1039,4725,1198,2303,627,756,367,712,426,325,300
0500000US24043,24043,"Washington County, Maryland",37661,2129,322,230,1232,403,4832,982,2526,550,2422,637,1486,557,1895,635,1630,506,1578,572,4104,822,4751,1155,5059,1116,2955,785,1710,697,639,373,71,86,449,254
0500000US24045,24045,"Wicomico County, Maryland",22146,1511,93,114,680,397,1379,499,1282,507,2032,681,1044,485,1165,581,1245,472,1096,596,4029,953,2175,763,3587,780,1205,551,644,318,103,119,29,50,358,260
0500000US24510,24510,"Baltimore city, Maryland",110146,3498,1433,454,3284,810,5359,1010,7643,1245,7284,1237,6197,1006,6123,1013,6479,1083,6222,1025,15662,1744,11727,1442,15220,1475,8527,1134,3330,764,1752,567,1333,509,2571,650
0500000US25001,25001,"Barnstable County, Massachusetts",72842,3066,227,225,717,360,2110,661,3908,919,5890,1083,4850,909,3244,673,4041,821,3888,866,5506,1109,7963,1358,11467,1402,8442,1522,4705,985,2823,795,1552,523,1509,449
0500000US25003,25003,"Berkshire County, Massachusetts",37338,1545,78,71,272,149,1153,377,3121,769,3848,917,2247,507,1711,453,2388,633,2004,659,5550,1053,5133,995,5184,1000,2260,614,1251,442,465,234,342,196,331,177
0500000US25005,25005,"Bristol County, Massachusetts",133393,3038,709,399,1672,607,3815,876,6327,1029,9201,1266,8841,1164,6490,1179,4814,911,4075,838,8083,1242,13319,1878,26906,2326,21062,2112,10603,1420,3269,742,1536,595,2671,752
0500000US25009,25009,"Essex County, Massachusetts",186890,3837,1081,411,1026,546,1605,615,3800,1095,6161,1070,8416,1148,7767,1129,8716,1279,6600,1160,14666,1559,15403,1509,34639,2493,31123,2619,19466,1903,11842,1906,5877,1096,8702,1362
0500000US25011,25011,"Franklin County, Massachusetts",21236,940,55,52,138,69,1130,320,1969,492,1641,469,1108,317,1422,370,815,308,957,340,2532,501,2464,628,4376,692,1545,405,561,308,343,224,115,101,65,54
0500000US25013,25013,"Hampden County, Massachusetts",111185,2993,618,420,829,483,2866,843,6000,1234,9403,1391,6761,1189,6029,955,5165,885,5239,1153,13839,1409,16340,1916,23122,2046,8423,1223,3172,770,1650,679,850,414,879,394
0500000US25015,25015,"Hampshire County, Massachusetts",37868,1473,339,306,482,282,555,422,1537,733,2369,750,2817,800,2238,600,1983,615,1286,434,4759,1040,3599,902,7149,1093,3830,809,2778,745,1060,487,702,399,385,261
0500000US25017,25017,"Middlesex County, Massachusetts",366955,5132,757,350,1292,441,2202,658,5639,1107,8974,1271,13844,1530,13259,1532,14582,1575,13378,1668,28967,2433,26746,2408,54351,3262,59789,3203,44970,3104,29506,2453,17006,1575,31693,2581
0500000US25021,25021,"Norfolk County, Massachusetts",178812,3699,312,203,470,279,1152,610,2592,898,5587,1021,7991,1148,6659,1056,6571,1210,6466,1150,13204,1632,11603,1303,29936,2459,30554,2443,20355,2018,10845,1391,8555,1522,15960,1620
0500000US25023,25023,"Plymouth County, Massachusetts",139253,3333,699,360,418,338,1814,612,2062,540,4671,1096,7481,1403,6160,1033,6436,1202,5087,1213,10184,1324,11202,1682,27652,2369,21789,2401,15980,2037,8287,1349,3660,812,5671,1218
0500000US25025,25025,"Suffolk County, Massachusetts",109235,3291,1090,533,585,397,2019,642,3934,952,3650,811,3237,666,3633,812,4048,891,3460,793,7254,1165,8506,1250,17519,1768,17192,2047,14472,1955,8102,1272,4893,1216,5641,955
0500000US25027,25027,"Worcester County, Massachusetts",196530,4788,525,290,881,377,3330,850,7876,1401,10083,1325,10576,1319,10035,1630,8486,1251,8093,1250,18645,2131,21052,2092,40403,3000,25815,2207,15970,1771,8326,1566,3233,942,3201,696
0500000US26005,26005,"Allegan County, Michigan",35248,1214,722,426,2752,657,2793,676,3321,722,3331,904,2043,555,1891,509,1837,525,1536,451,4645,883,3645,751,4246,911,1498,498,508,265,200,147,242,220,38,56
0500000US26017,26017,"Bay County, Michigan",35677,1446,228,155,2728,849,4350,1034,4398,846,3633,842,2444,722,2559,608,3223,864,2397,672,4946,908,2081,577,2012,624,361,238,217,188,64,107,36,62,0,168
0500000US26021,26021,"Berrien County, Michigan",43443,1539,1103,348,3318,592,4315,695,3749,583,3433,771,2483,573,3215,748,2298,591,2536,639,6043,969,3444,751,4088,775,1906,502,540,264,507,275,342,214,123,107
0500000US26025,26025,"Calhoun County, Michigan",36599,1377,626,262,2281,605,3730,785,3889,890,3516,868,2643,655,2557,608,2560,607,2607,674,4623,1003,3104,721,2698,672,1309,477,282,169,88,106,34,58,52,85
0500000US26037,26037,"Clinton County, Michigan",23566,932,233,136,1002,360,1852,441,1597,404,2036,499,1287,384,1550,499,1437,390,998,332,3925,750,2560,585,3050,606,1002,312,521,233,222,161,228,180,66,81
0500000US26045,26045,"Eaton County, Michigan",30748,1182,262,148,849,273,2070,588,3100,586,2541,573,2380,674,1740,510,1696,442,2108,554,4673,753,3675,673,3981,820,1398,528,99,92,64,94,0,168,112,115
0500000US26049,26049,"Genesee County, Michigan",113681,2665,1702,523,6651,1195,11669,1677,12900,1606,9924,1433,7605,1377,8829,1409,7697,1141,6431,1520,16352,1596,9477,1401,9511,1320,2751,642,866,352,385,249,232,252,699,400
0500000US26055,26055,"Grand Traverse County, Michigan",28483,1399,706,512,1093,437,2291,845,2008,636,1778,571,1886,615,1335,545,1751,530,1459,532,3516,848,3137,777,3798,1007,1887,634,895,415,347,262,138,163,458,258
0500000US26065,26065,"Ingham County, Michigan",65160,2212,679,406,1798,547,4045,736,5053,779,5316,860,5104,1038,4415,936,5329,1041,4698,902,8698,1096,6066,964,8822,1362,3095,737,1013,422,573,276,239,243,217,170
0500000US26073,26073,"Isabella County, Michigan",15118,748,290,147,914,300,1715,386,1289,358,1166,333,1139,343,1199,304,1025,278,803,254,2076,512,1492,418,1272,354,447,188,152,113,60,61,15,26,64,66
0500000US26075,26075,"Jackson County, Michigan",44077,1903,1126,474,3386,630,3564,779,4084,696,3390,812,3397,814,2923,550,3208,696,3178,709,5871,916,4252,938,3885,847,1384,469,104,103,171,136,154,195,0,168
0500000US26077,26077,"Kalamazoo County, Michigan",66079,1758,511,268,2023,616,4208,828,5551,1047,5520,983,5965,1112,4429,972,5173,906,3705,905,9287,1333,6384,902,7183,1016,3357,842,1316,523,815,376,181,172,471,303
0500000US26081,26081,"Kent County, Michigan",166400,3531,1692,513,5250,947,11492,1631,12343,1389,10359,1339,10782,1575,10622,1549,11433,1711,12695,1606,27515,2479,19463,1968,16360,2019,8793,1203,4227,822,1321,502,686,359,1367,552
0500000US26087,26087,"Lapeer County, Michigan",25293,1166,450,267,1450,452,2281,534,2531,588,1907,557,1270,407,1533,412,1447,479,1325,418,3809,659,2763,628,3005,572,945,362,500,326,14,23,40,65,23,38
0500000US26091,26091,"Lenawee County, Michigan",29762,1273,760,338,1405,409,2305,491,2557,493,3293,694,2207,711,1658,485,2757,626,1616,395,4113,617,2565,537,3194,614,478,197,341,178,179,155,211,207,123,125
0500000US26093,26093,"Livingston County, Michigan",59602,1174,292,229,1170,511,2882,649,3814,765,3725,726,2944,583,2785,548,2418,510,3055,605,8458,978,8226,1001,10809,1119,6098,890,1618,387,963,364,196,138,149,123
0500000US26099,26099,"Macomb County, Michigan",251268,4639,2407,614,5403,933,16576,1409,21565,1821,23223,2381,14801,1586,15502,1645,15727,2025,14940,1665,36734,2939,29372,2337,33653,2790,12898,1643,5498,1090,1706,552,642,425,621,400
0500000US26103,26103,"Marquette County, Michigan",18986,913,436,215,1145,409,1791,442,2513,541,1643,420,1136,397,912,249,1315,399,910,323,2976,649,1432,350,1700,455,804,404,167,142,106,131,0,168,0,168
0500000US26111,26111,"Midland County, Michigan",25882,943,627,450,1484,474,2028,470,2313,494,1903,465,2405,535,1287,379,2554,670,1643,432,3314,726,2758,772,1890,522,1110,408,343,252,120,137,0,168,103,139
0500000US26115,26115,"Monroe County, Michigan",47059,1602,690,311,2229,584,4219,799,3653,704,4060,812,3301,886,2027,525,2308,685,2006,690,6804,1153,5795,1087,5345,877,3527,954,703,333,299,246,0,168,93,114
0500000US26121,26121,"Muskegon County, Michigan",47467,1608,1075,378,3778,714,5565,915,4308,760,5213,1175,4098,786,3589,916,2489,642,3293,690,5348,822,2859,669,4346,891,930,382,371,273,122,139,0,168,83,139
0500000US26125,26125,"Oakland County, Michigan",350204,4392,2988,637,5866,934,13272,1478,20238,1591,20019,1943,20307,1892,20635,1892,18680,1933,18785,1598,41800,2602,37532,2375,56591,3035,33554,2248,18054,1748,9704,1374,5555,955,6624,833
0500000US26139,26139,"Ottawa County, Michigan",76163,2139,967,569,2505,627,6186,868,8148,1155,5521,949,4459,927,3971,767,3909,905,4444,885,11392,1406,10436,1086,9548,1210,2906,637,598,273,566,287,146,125,461,241
0500000US26145,26145,"Saginaw County, Michigan",56476,1727,1089,329,3955,768,7388,1010,6808,993,5449,829,3824,777,4579,996,4428,937,3050,730,6470,898,3716,733,3939,879,936,336,820,491,25,41,0,168,0,168
0500000US26147,26147,"St. Clair County, Michigan",47460,1543,1077,423,2425,690,4787,1026,3471,658,3580,667,3779,865,2077,522,3594,720,1975,506,7732,1227,5575,912,5151,781,1421,369,396,249,142,129,111,91,167,138
0500000US26155,26155,"Shiawassee County, Michigan",21367,1010,218,185,1258,421,2322,562,2278,502,1776,493,1331,417,1828,539,1486,387,1508,495,2594,566,2008,594,2088,593,513,291,56,56,55,91,23,37,25,46
