UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
196592,"R",414,"R",2066,"R",20,"R",391,"R",0,"Z",0,"R",391,"R",216,"R",55,"R",68,"R",0,"R",0,"R",68,"R",8,"R",12,"R",15
196653,"R",124,"R",491,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
196680,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",160,"R",0,"R",0,"R",160,"R",155,"R",97,"R",16
196699,"R",412,"R",723,"R",57,"R",454,"Z",0,"Z",0,"R",454,"R",276,"R",61,"R",63,"Z",0,"Z",0,"R",63,"R",29,"R",46,"R",20
196866,"R",560,"R",621,"R",90,"R",568,"R",0,"R",0,"R",568,"R",520,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
197018,"R",464,"R",594,"R",78,"R",467,"R",0,"R",0,"R",467,"R",412,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
197027,"R",254,"R",271,"R",94,"R",226,"R",0,"Z",0,"R",226,"R",211,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
197036,"R",1260,"R",1260,"R",100,"R",1236,"R",13,"R",0,"R",1223,"R",1158,"R",95,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
197045,"R",685,"R",1252,"R",55,"R",645,"R",0,"R",0,"R",645,"R",484,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
197133,"R",658,"R",680,"R",97,"R",667,"R",0,"Z",0,"R",667,"R",639,"R",96,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",8
197142,"R",145,"R",222,"R",65,"R",103,"R",0,"R",0,"R",103,"R",68,"R",66,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",10
197151,"R",742,"R",1045,"R",71,"R",696,"R",0,"R",1,"R",697,"R",600,"R",86,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",9
197197,"R",440,"R",577,"R",76,"R",415,"R",0,"R",0,"R",415,"R",353,"R",85,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",13
197221,"R",28,"R",28,"R",100,"R",26,"R",0,"R",0,"R",26,"R",21,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
197230,"R",132,"R",148,"R",89,"R",168,"R",0,"R",0,"R",168,"R",132,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
197285,"R",186,"R",400,"R",47,"R",27,"R",0,"R",0,"R",27,"R",19,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
197294,"R",1888,"R",3535,"R",53,"R",1813,"Z",0,"Z",0,"R",1813,"R",1195,"R",66,"R",422,"Z",0,"Z",0,"R",422,"R",217,"R",51,"R",16
197337,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",22
197522,"R",115,"R",158,"R",73,"R",142,"R",0,"R",0,"R",142,"R",114,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
197531,"A",,"A",,"A",,"R",289,"R",0,"R",0,"R",289,"R",224,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
197601,"R",20,"R",23,"R",87,"R",28,"R",8,"Z",0,"R",20,"R",15,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
197610,"R",3,"R",17,"R",18,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
197647,"R",11,"R",16,"R",69,"R",22,"R",0,"R",0,"R",22,"R",16,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
197674,"R",65,"R",73,"R",89,"R",56,"R",0,"R",0,"R",56,"R",54,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
197692,"R",25,"R",25,"R",100,"R",29,"R",0,"R",1,"R",30,"R",28,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
197708,"R",535,"R",601,"R",89,"R",539,"R",5,"Z",0,"R",534,"R",464,"R",87,"R",16,"Z",0,"Z",0,"R",16,"R",13,"R",81,"R",8
197735,"R",108,"R",115,"R",94,"R",108,"R",0,"R",0,"R",108,"R",104,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
197744,"R",8,"R",54,"R",15,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
197814,"R",263,"R",1059,"R",25,"R",237,"Z",0,"Z",0,"R",237,"R",159,"R",67,"R",179,"Z",0,"Z",0,"R",179,"R",57,"R",32,"R",12
197832,"R",71,"R",169,"R",42,"R",47,"Z",0,"Z",0,"R",47,"R",21,"R",45,"R",60,"Z",0,"Z",0,"R",60,"R",24,"R",40,"R",14
197850,"R",105,"R",1055,"R",10,"R",162,"Z",0,"Z",0,"R",162,"R",84,"R",52,"R",176,"Z",0,"Z",0,"R",176,"R",70,"R",40,"R",13
197869,"R",3124,"R",4814,"R",65,"R",3047,"R",0,"Z",0,"R",3047,"R",2652,"R",87,"R",2,"R",0,"Z",0,"R",2,"R",2,"R",100,"R",16
197887,"R",552,"R",2665,"R",21,"R",504,"Z",0,"Z",0,"R",504,"R",308,"R",61,"R",473,"R",3,"Z",0,"R",470,"R",215,"R",46,"R",15
197911,"R",241,"R",326,"R",74,"R",218,"R",0,"R",0,"R",218,"R",157,"R",72,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",11
197966,"R",87,"R",373,"R",23,"R",120,"R",0,"R",0,"R",120,"R",75,"R",63,"R",86,"R",0,"R",0,"R",86,"R",32,"R",37,"R",10
197984,"R",358,"R",552,"R",65,"R",308,"R",0,"R",0,"R",308,"R",189,"R",61,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",16
197993,"R",115,"R",170,"R",68,"R",158,"R",1,"R",0,"R",157,"R",71,"R",45,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
198011,"R",107,"R",337,"R",32,"R",107,"R",0,"R",0,"R",107,"R",86,"R",80,"R",92,"R",0,"R",0,"R",92,"R",30,"R",33,"R",13
198039,"R",223,"R",818,"R",27,"R",150,"R",0,"R",0,"R",150,"R",87,"R",58,"R",118,"R",0,"R",0,"R",118,"R",55,"R",47,"R",8
198066,"R",231,"R",269,"R",86,"R",246,"R",0,"R",0,"R",246,"R",120,"R",49,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",11
198084,"R",128,"R",367,"R",35,"R",147,"R",0,"R",0,"R",147,"R",82,"R",56,"R",53,"R",0,"R",0,"R",53,"R",20,"R",38,"R",7
198109,"R",19,"R",164,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
198118,"R",216,"R",1606,"R",13,"R",365,"Z",0,"Z",0,"R",365,"R",180,"R",49,"R",165,"Z",0,"Z",0,"R",165,"R",70,"R",42,"R",19
198136,"R",884,"R",1420,"R",62,"R",953,"R",1,"R",0,"R",952,"R",688,"R",72,"R",12,"R",0,"R",0,"R",12,"R",3,"R",25,"R",17
198154,"R",1060,"R",2380,"R",45,"R",1048,"R",0,"Z",0,"R",1048,"R",770,"R",73,"R",577,"R",0,"R",0,"R",577,"R",319,"R",55,"R",12
198190,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2
198206,"R",123,"R",512,"R",24,"R",124,"R",0,"R",0,"R",124,"R",78,"R",63,"R",83,"R",0,"R",0,"R",83,"R",42,"R",51,"R",10
198215,"R",349,"R",436,"R",80,"R",311,"R",0,"R",0,"R",311,"R",224,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
198233,"R",559,"R",1766,"R",32,"R",509,"Z",0,"Z",0,"R",509,"R",335,"R",66,"R",321,"Z",0,"Z",0,"R",321,"R",235,"R",73,"R",15
198251,"R",506,"R",2159,"R",23,"R",548,"R",0,"Z",0,"R",548,"R",355,"R",65,"R",234,"R",1,"Z",0,"R",233,"R",93,"R",40,"R",15
198260,"R",1287,"R",4931,"R",26,"R",1592,"Z",0,"Z",0,"R",1592,"R",854,"R",54,"R",1609,"Z",0,"Z",0,"R",1609,"R",723,"R",45,"R",19
198303,"R",494,"R",564,"R",88,"R",552,"R",1,"R",0,"R",551,"R",266,"R",48,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
198321,"R",275,"R",951,"R",29,"R",240,"R",0,"R",0,"R",240,"R",130,"R",54,"R",91,"R",0,"R",0,"R",91,"R",30,"R",33,"R",11
198330,"R",470,"R",1424,"R",33,"R",475,"R",0,"R",0,"R",475,"R",251,"R",53,"R",306,"R",0,"R",0,"R",306,"R",95,"R",31,"R",14
198367,"R",164,"R",808,"R",20,"R",201,"Z",0,"Z",0,"R",201,"R",130,"R",65,"R",342,"Z",0,"Z",0,"R",342,"R",173,"R",51,"R",14
198376,"R",341,"R",1215,"R",28,"R",391,"R",0,"R",0,"R",391,"R",238,"R",61,"R",182,"R",0,"R",0,"R",182,"R",91,"R",50,"R",13
198385,"R",514,"R",529,"R",97,"R",510,"R",0,"R",0,"R",510,"R",477,"R",94,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
198419,"R",1723,"R",1747,"R",99,"R",1746,"R",0,"R",0,"R",1746,"R",1702,"R",97,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
198455,"R",238,"R",1572,"R",15,"R",179,"R",0,"R",0,"R",179,"R",90,"R",50,"R",352,"R",0,"R",0,"R",352,"R",151,"R",43,"R",13
198464,"R",4270,"R",6512,"R",66,"R",4244,"R",0,"Z",0,"R",4244,"R",3502,"R",83,"R",58,"R",0,"Z",0,"R",58,"R",45,"R",78,"R",18
198491,"R",123,"R",532,"R",23,"R",161,"R",0,"R",0,"R",161,"R",96,"R",60,"R",117,"R",0,"R",0,"R",117,"R",41,"R",35,"R",18
198507,"R",202,"R",299,"R",68,"R",264,"R",0,"Z",0,"R",264,"R",179,"R",68,"R",4,"R",0,"Z",0,"R",4,"R",1,"R",25,"R",13
198516,"R",1553,"R",1634,"R",95,"R",1524,"R",0,"Z",0,"R",1524,"R",1387,"R",91,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
198534,"R",1235,"R",4055,"R",30,"R",1056,"R",42,"R",0,"R",1014,"R",639,"R",63,"R",809,"R",114,"R",0,"R",695,"R",346,"R",50,"R",19
198543,"R",640,"R",1701,"R",38,"R",627,"R",0,"Z",0,"R",627,"R",423,"R",67,"R",4,"R",0,"Z",0,"R",4,"R",1,"R",25,"R",18
198552,"R",602,"R",2215,"R",27,"R",738,"R",0,"R",0,"R",738,"R",425,"R",58,"R",713,"R",0,"R",0,"R",713,"R",391,"R",55,"R",12
198561,"R",444,"R",759,"R",58,"R",460,"Z",0,"Z",0,"R",460,"R",306,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
198570,"R",419,"R",2115,"R",20,"R",420,"R",0,"R",0,"R",420,"R",310,"R",74,"R",794,"Z",0,"R",22,"R",816,"R",298,"R",37,"R",18
198598,"R",249,"R",428,"R",58,"R",227,"R",0,"R",0,"R",227,"R",123,"R",54,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",11
198613,"R",421,"R",575,"R",73,"R",311,"R",0,"R",0,"R",311,"R",229,"R",74,"R",14,"R",0,"R",0,"R",14,"R",8,"R",57,"R",13
198622,"R",1138,"R",3380,"R",34,"R",988,"R",0,"R",0,"R",988,"R",517,"R",52,"R",826,"R",2,"R",0,"R",824,"R",337,"R",41,"R",21
198640,"R",170,"R",424,"R",40,"R",198,"R",0,"R",0,"R",198,"R",129,"R",65,"R",43,"R",0,"R",0,"R",43,"R",15,"R",35,"R",11
198668,"R",106,"R",755,"R",14,"R",94,"Z",0,"Z",0,"R",94,"R",69,"R",73,"R",364,"Z",0,"Z",0,"R",364,"R",203,"R",56,"R",13
198677,"R",1,"R",7,"R",14,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",4
198695,"R",1382,"R",1475,"R",94,"R",1362,"R",0,"Z",0,"R",1362,"R",1115,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
198710,"R",268,"R",651,"R",41,"R",235,"R",0,"R",0,"R",235,"R",140,"R",60,"R",56,"R",0,"R",0,"R",56,"R",24,"R",43,"R",12
198729,"R",125,"R",434,"R",29,"R",100,"Z",0,"Z",0,"R",100,"R",66,"R",66,"R",51,"Z",0,"Z",0,"R",51,"R",28,"R",55,"R",7
198747,"R",33,"R",46,"R",72,"R",26,"R",0,"R",0,"R",26,"R",10,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
198756,"R",301,"R",389,"R",77,"R",334,"R",0,"R",0,"R",334,"R",218,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
198774,"R",356,"R",1365,"R",26,"R",415,"Z",0,"Z",0,"R",415,"R",272,"R",66,"R",198,"Z",0,"Z",0,"R",198,"R",78,"R",39,"R",10
198808,"R",187,"R",324,"R",58,"R",197,"R",0,"R",0,"R",197,"R",115,"R",58,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",13
198817,"R",261,"R",957,"R",27,"R",247,"R",0,"R",0,"R",247,"R",136,"R",55,"R",89,"R",0,"R",0,"R",89,"R",23,"R",26,"R",15
198835,"R",464,"R",694,"R",67,"R",448,"R",1,"R",0,"R",447,"R",320,"R",72,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",13
198844,"A",,"A",,"A",,"R",35,"R",0,"R",0,"R",35,"R",26,"R",74,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",16
198862,"R",380,"R",449,"R",85,"R",421,"R",0,"R",0,"R",421,"R",210,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
198871,"R",336,"R",398,"R",84,"R",351,"R",0,"R",0,"R",351,"R",187,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
198899,"R",394,"R",537,"R",73,"R",385,"R",1,"R",0,"R",384,"R",217,"R",57,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
198905,"R",45,"R",246,"R",18,"R",39,"R",0,"Z",0,"R",39,"R",20,"R",51,"R",14,"Z",0,"Z",0,"R",14,"R",3,"R",21,"R",14
198914,"R",87,"R",471,"R",18,"R",88,"R",0,"R",0,"R",88,"R",52,"R",59,"R",44,"R",0,"R",0,"R",44,"R",15,"R",34,"R",14
198923,"R",67,"R",361,"R",19,"R",74,"Z",0,"Z",0,"R",74,"R",42,"R",57,"R",58,"Z",0,"Z",0,"R",58,"R",18,"R",31,"R",7
198950,"R",422,"R",532,"R",79,"R",438,"R",0,"R",0,"R",438,"R",341,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
198969,"R",474,"R",752,"R",63,"R",510,"R",0,"R",0,"R",510,"R",274,"R",54,"R",10,"R",0,"R",0,"R",10,"R",2,"R",20,"R",11
198978,"R",515,"R",1221,"R",42,"R",31,"Z",0,"Z",0,"R",31,"R",18,"R",58,"R",19,"Z",0,"Z",0,"R",19,"R",2,"R",11,"R",20
198987,"R",304,"R",1022,"R",30,"R",319,"R",0,"R",0,"R",319,"R",182,"R",57,"R",155,"R",0,"R",0,"R",155,"R",58,"R",37,"R",17
199005,"A",,"A",,"A",,"R",12,"Z",0,"Z",0,"R",12,"R",10,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
199023,"R",94,"R",334,"R",28,"R",74,"R",0,"R",0,"R",74,"R",45,"R",61,"R",44,"R",0,"R",0,"R",44,"R",19,"R",43,"R",7
199032,"R",164,"R",295,"R",56,"R",154,"R",0,"R",0,"R",154,"R",88,"R",57,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",9
199069,"R",275,"R",953,"R",29,"R",276,"Z",0,"Z",0,"R",276,"R",178,"R",64,"R",26,"Z",0,"Z",0,"R",26,"R",16,"R",62,"R",12
199078,"A",,"A",,"A",,"R",196,"R",20,"R",0,"R",176,"R",138,"R",78,"R",31,"R",5,"R",0,"R",26,"R",20,"R",77,"R",16
199087,"R",369,"R",1078,"R",34,"R",348,"R",0,"R",0,"R",348,"R",189,"R",54,"R",146,"R",0,"R",0,"R",146,"R",64,"R",44,"R",25
199102,"R",1957,"R",2893,"R",68,"R",1773,"R",0,"Z",0,"R",1773,"R",1332,"R",75,"R",7,"R",0,"Z",0,"R",7,"R",2,"R",29,"R",19
199111,"R",663,"R",1120,"R",59,"R",734,"R",0,"Z",0,"R",734,"R",574,"R",78,"R",1,"R",0,"Z",0,"R",1,"R",1,"R",100,"R",13
199120,"R",4224,"R",5261,"R",80,"R",4073,"R",0,"Z",0,"R",4073,"R",3924,"R",96,"R",3,"R",0,"Z",0,"R",3,"R",3,"R",100,"R",13
199139,"R",3439,"R",6628,"R",52,"R",3438,"R",0,"Z",0,"R",3438,"R",2835,"R",82,"R",14,"R",0,"Z",0,"R",14,"R",11,"R",79,"R",19
199148,"R",2852,"R",5373,"R",53,"R",2757,"R",0,"Z",0,"R",2757,"R",2083,"R",76,"R",16,"R",0,"Z",0,"R",16,"R",9,"R",56,"R",18
199157,"R",1128,"R",1785,"R",63,"R",1101,"R",0,"Z",0,"R",1101,"R",889,"R",81,"R",7,"R",0,"Z",0,"R",7,"R",2,"R",29,"R",16
199184,"R",213,"R",281,"R",76,"R",198,"R",0,"Z",0,"R",198,"R",168,"R",85,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",7
199193,"R",4376,"R",6603,"R",66,"R",4209,"R",0,"Z",0,"R",4209,"R",3921,"R",93,"R",3,"R",0,"Z",0,"R",3,"R",2,"R",67,"R",13
199209,"R",318,"R",573,"R",55,"R",318,"R",0,"R",0,"R",318,"R",177,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
199218,"R",2218,"R",4374,"R",51,"R",2023,"R",0,"Z",0,"R",2023,"R",1719,"R",85,"R",6,"R",0,"Z",0,"R",6,"R",1,"R",17,"R",18
199263,"R",42,"R",213,"R",20,"R",39,"Z",0,"Z",0,"R",39,"R",23,"R",59,"R",40,"Z",0,"Z",0,"R",40,"R",28,"R",70,"R",9
199272,"R",196,"R",302,"R",65,"R",214,"R",0,"R",0,"R",214,"R",150,"R",70,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
199281,"R",1069,"R",1716,"R",62,"R",1216,"R",0,"Z",0,"R",1216,"R",817,"R",67,"R",17,"R",0,"Z",0,"R",17,"R",8,"R",47,"R",15
199306,"R",179,"R",270,"R",66,"R",160,"Z",0,"Z",0,"R",160,"R",96,"R",60,"R",0,"R",0,"R",0,"R",0,"Z",0,"A",,"R",12
199324,"R",135,"R",431,"R",31,"R",164,"Z",0,"Z",0,"R",164,"R",117,"R",71,"R",67,"Z",0,"Z",0,"R",67,"R",30,"R",45,"R",12
199333,"R",861,"R",2929,"R",29,"R",864,"R",0,"R",0,"R",864,"R",530,"R",61,"R",699,"R",0,"R",0,"R",699,"R",295,"R",42,"R",15
199412,"R",279,"R",557,"R",50,"R",281,"R",0,"R",0,"R",281,"R",215,"R",77,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",9
199421,"R",214,"R",904,"R",24,"R",226,"R",0,"R",0,"R",226,"R",165,"R",73,"R",330,"R",0,"R",0,"R",330,"R",170,"R",52,"R",10
199449,"R",241,"R",1006,"R",24,"R",233,"R",0,"R",0,"R",233,"R",135,"R",58,"R",155,"R",0,"Z",0,"R",155,"R",62,"R",40,"R",16
199458,"R",46,"R",78,"R",59,"R",50,"R",0,"R",0,"R",50,"R",30,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
199467,"R",54,"R",265,"R",20,"R",62,"R",0,"Z",0,"R",62,"R",37,"R",60,"R",25,"R",0,"Z",0,"R",25,"R",11,"R",44,"R",10
199476,"R",180,"R",687,"R",26,"R",195,"Z",0,"Z",0,"R",195,"R",89,"R",46,"R",123,"Z",0,"Z",0,"R",123,"R",46,"R",37,"R",13
199485,"R",209,"R",577,"R",36,"R",209,"R",0,"R",0,"R",209,"R",122,"R",58,"R",157,"R",0,"R",0,"R",157,"R",76,"R",48,"R",12
199494,"R",685,"R",2274,"R",30,"R",535,"R",0,"R",0,"R",535,"R",352,"R",66,"R",635,"R",0,"R",0,"R",635,"R",252,"R",40,"R",12
199582,"R",353,"R",428,"R",82,"R",210,"R",0,"Z",0,"R",210,"R",116,"R",55,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
199607,"R",204,"R",280,"R",73,"R",184,"R",0,"R",0,"R",184,"R",152,"R",83,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",11
199625,"R",104,"R",373,"R",28,"R",165,"R",0,"R",0,"R",165,"R",54,"R",33,"R",56,"R",0,"R",0,"R",56,"R",20,"R",36,"R",9
199634,"R",425,"R",1606,"R",26,"R",285,"R",0,"R",0,"R",285,"R",154,"R",54,"R",182,"R",0,"R",0,"R",182,"R",61,"R",34,"R",14
199643,"R",640,"R",715,"R",90,"R",399,"Z",0,"Z",0,"R",399,"R",191,"R",48,"R",3,"Z",0,"Z",0,"R",3,"R",0,"R",0,"R",19
199670,"A",,"A",,"A",,"R",18,"Z",0,"Z",0,"R",18,"R",10,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
199689,"A",,"A",,"A",,"R",19,"R",0,"R",0,"R",19,"R",13,"R",68,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
199698,"R",224,"R",292,"R",77,"R",144,"Z",0,"Z",0,"R",144,"R",73,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
199722,"R",177,"R",441,"R",40,"R",228,"R",0,"R",0,"R",228,"R",129,"R",57,"R",51,"R",0,"R",0,"R",51,"R",27,"R",53,"R",12
199731,"R",195,"R",876,"R",22,"R",202,"R",0,"R",0,"R",202,"R",126,"R",62,"R",127,"R",0,"R",0,"R",127,"R",48,"R",38,"R",13
199740,"R",263,"R",781,"R",34,"R",240,"Z",0,"Z",0,"R",240,"R",162,"R",68,"R",161,"Z",0,"Z",0,"R",161,"R",56,"R",35,"R",16
199759,"R",27,"R",71,"R",38,"R",64,"R",0,"R",0,"R",64,"R",50,"R",78,"R",18,"R",0,"R",0,"R",18,"R",14,"R",78,"R",19
199768,"R",350,"R",1122,"R",31,"R",379,"R",0,"R",0,"R",379,"R",265,"R",70,"R",152,"R",0,"R",0,"R",152,"R",70,"R",46,"R",14
199786,"R",498,"R",1354,"R",37,"R",567,"R",0,"Z",0,"R",567,"R",355,"R",63,"R",218,"Z",0,"Z",0,"R",218,"R",94,"R",43,"R",15
199795,"R",87,"R",369,"R",24,"R",92,"R",0,"R",0,"R",92,"R",61,"R",66,"R",30,"R",0,"R",0,"R",30,"R",9,"R",30,"R",14
199838,"R",207,"R",881,"R",23,"R",227,"Z",0,"Z",0,"R",227,"R",146,"R",64,"R",163,"Z",0,"Z",0,"R",163,"R",71,"R",44,"R",13
199847,"R",1304,"R",1337,"R",98,"R",1284,"R",0,"Z",0,"R",1284,"R",1216,"R",95,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",10
199856,"R",1817,"R",6531,"R",28,"R",1626,"R",0,"R",0,"R",1626,"R",1139,"R",70,"R",1536,"R",0,"R",0,"R",1536,"R",810,"R",53,"R",18
199865,"R",185,"R",218,"R",85,"R",195,"R",0,"R",0,"R",195,"R",116,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
199883,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
199892,"R",350,"R",1259,"R",28,"R",400,"Z",0,"Z",0,"R",400,"R",251,"R",63,"R",189,"Z",0,"Z",0,"R",189,"R",92,"R",49,"R",11
199908,"R",202,"R",620,"R",33,"R",210,"R",0,"R",0,"R",210,"R",143,"R",68,"R",111,"R",0,"R",0,"R",111,"R",39,"R",35,"R",10
199926,"R",228,"R",885,"R",26,"R",289,"R",0,"R",0,"R",289,"R",177,"R",61,"R",69,"R",0,"R",0,"R",69,"R",26,"R",38,"R",11
199953,"R",153,"R",771,"R",20,"R",161,"R",0,"R",0,"R",161,"R",87,"R",54,"R",77,"R",0,"R",0,"R",77,"R",26,"R",34,"R",9
199962,"R",625,"R",740,"R",84,"R",664,"R",0,"R",0,"R",664,"R",509,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
199971,"R",1,"R",1,"R",100,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
199980,"A",,"A",,"A",,"R",13,"Z",0,"Z",0,"R",13,"R",11,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
199999,"R",940,"R",1464,"R",64,"R",865,"R",0,"Z",0,"R",865,"R",666,"R",77,"R",22,"R",0,"Z",0,"R",22,"R",12,"R",55,"R",14
200004,"R",1912,"R",2846,"R",67,"R",1624,"R",0,"Z",0,"R",1624,"R",1294,"R",80,"R",15,"R",0,"Z",0,"R",15,"R",11,"R",73,"R",17
200013,"R",26,"R",114,"R",23,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",16
200022,"R",815,"R",1690,"R",48,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
200059,"R",181,"R",516,"R",35,"R",198,"R",0,"R",0,"R",198,"R",107,"R",54,"R",13,"R",0,"Z",0,"R",13,"R",6,"R",46,"R",10
200086,"R",27,"R",105,"R",26,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
200110,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",16,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
200129,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",2,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
200156,"R",262,"R",335,"R",78,"R",231,"R",0,"R",0,"R",231,"R",177,"R",77,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
200165,"A",,"A",,"A",,"R",20,"R",0,"R",0,"R",20,"R",16,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
200192,"R",187,"R",1085,"R",17,"R",195,"R",0,"R",0,"R",195,"R",123,"R",63,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",13
200208,"R",22,"R",39,"R",56,"R",30,"R",0,"R",0,"R",30,"R",10,"R",33,"R",9,"R",0,"R",0,"R",9,"R",4,"R",44,"R",5
200217,"R",406,"R",701,"R",58,"R",405,"R",0,"R",0,"R",405,"R",323,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
200226,"R",133,"R",496,"R",27,"R",135,"R",0,"R",0,"R",135,"R",83,"R",61,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",13
